_id,COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
1499,Mendocino,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1500,Merced,2021-2022,Age groups,5–17 years,6.4,(0.2-12.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1501,Modoc,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1502,Mono,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1503,Monterey,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1504,Napa,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1505,Nevada,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1506,Orange,2021-2022,Age groups,5–17 years,9.4,(4.4-14.5),,
1507,Placer,2021-2022,Age groups,5–17 years,5.1,(1.2-9.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1508,Plumas,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1509,Riverside,2021-2022,Age groups,5–17 years,5.9,(3.9-7.8),,
1510,Sacramento,2021-2022,Age groups,5–17 years,5.2,(1.3-9.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1511,San Benito,2021-2022,Age groups,5–17 years,8.4,(1.4-15.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1512,San Bernardino,2021-2022,Age groups,5–17 years,11.1,(6.3-15.8),,
1513,San Diego,2021-2022,Age groups,5–17 years,9.4,(6.3-12.6),,
1514,San Francisco,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1515,San Joaquin,2021-2022,Age groups,5–17 years,13.4,(3.9-22.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1516,San Luis Obispo,2021-2022,Age groups,5–17 years,8.9,(1.5-16.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1517,San Mateo,2021-2022,Age groups,5–17 years,3.2,(0.7-5.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1518,Santa Barbara,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1519,Santa Clara,2021-2022,Age groups,5–17 years,5.8,(2.8-8.7),,
1520,Santa Cruz,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1521,Shasta,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1522,Sierra,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1523,Siskiyou,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1524,Solano,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1525,Sonoma,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1526,Stanislaus,2021-2022,Age groups,5–17 years,3.7,(0.8-6.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1527,Sutter,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1528,Tehama,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1529,Trinity,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1530,Tulare,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1531,Tuolumne,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1532,Ventura,2021-2022,Age groups,5–17 years,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1533,Yolo,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
1534,Yuba,2021-2022,Age groups,5–17 years,16.3,(3.8-28.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1535,California,2021-2022,Age groups,18–64 years,9.6,(9.2-10),,
1536,Alameda,2021-2022,Age groups,18–64 years,10.5,(7.9-13),,
1537,Alpine,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1538,Amador,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1539,Butte,2021-2022,Age groups,18–64 years,10.8,(6.4-15.1),,
1540,Calaveras,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1541,Colusa,2021-2022,Age groups,18–64 years,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1542,Contra Costa,2021-2022,Age groups,18–64 years,13.6,(10-17.2),,
1543,Del Norte,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1544,El Dorado,2021-2022,Age groups,18–64 years,11.1,(5.6-16.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1545,Fresno,2021-2022,Age groups,18–64 years,14.3,(11.2-17.4),,
1546,Glenn,2021-2022,Age groups,18–64 years,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1547,Humboldt,2021-2022,Age groups,18–64 years,17.4,(8.6-26.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1548,Imperial,2021-2022,Age groups,18–64 years,11.3,(5.3-17.3),,
1549,Inyo,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1550,Kern,2021-2022,Age groups,18–64 years,8.8,(5.4-12.3),,
1551,Kings,2021-2022,Age groups,18–64 years,10.1,(6.5-13.8),,
1552,Lake,2021-2022,Age groups,18–64 years,2.2,(13.3-0),,
1553,Lassen,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1554,Los Angeles,2021-2022,Age groups,18–64 years,8.4,(7.6-9.2),,
1555,Madera,2021-2022,Age groups,18–64 years,9.2,(5.4-13.1),,
1556,Marin,2021-2022,Age groups,18–64 years,8.6,(4.6-12.5),,
1557,Mariposa,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1558,Mendocino,2021-2022,Age groups,18–64 years,17.4,(9.7-25.1),,
1559,Merced,2021-2022,Age groups,18–64 years,10.3,(6.5-14.2),,
1560,Modoc,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1561,Mono,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1562,Monterey,2021-2022,Age groups,18–64 years,5.5,(1-10.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1563,Napa,2021-2022,Age groups,18–64 years,13.1,(6.1-20.2),,
1564,Nevada,2021-2022,Age groups,18–64 years,10.1,(4.7-15.4),,
1565,Orange,2021-2022,Age groups,18–64 years,6.3,(5.1-7.4),,
1566,Placer,2021-2022,Age groups,18–64 years,10.7,(7.9-13.5),,
1567,Plumas,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1568,Riverside,2021-2022,Age groups,18–64 years,10.1,(8.1-12.1),,
1569,Sacramento,2021-2022,Age groups,18–64 years,13.8,(11.1-16.6),,
1570,San Benito,2021-2022,Age groups,18–64 years,7.7,(4.1-11.4),,
1571,San Bernardino,2021-2022,Age groups,18–64 years,10.1,(8.4-11.9),,
1572,San Diego,2021-2022,Age groups,18–64 years,9,(7.9-10.2),,
1573,San Francisco,2021-2022,Age groups,18–64 years,9.1,(6.3-11.8),,
1574,San Joaquin,2021-2022,Age groups,18–64 years,8.8,(6.3-11.4),,
1575,San Luis Obispo,2021-2022,Age groups,18–64 years,9.9,(4-15.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1576,San Mateo,2021-2022,Age groups,18–64 years,7.7,(5.2-10.1),,
1577,Santa Barbara,2021-2022,Age groups,18–64 years,11.9,(8-15.7),,
1578,Santa Clara,2021-2022,Age groups,18–64 years,8.4,(6.8-9.9),,
1579,Santa Cruz,2021-2022,Age groups,18–64 years,12.3,(6.6-17.9),,
1580,Shasta,2021-2022,Age groups,18–64 years,5.1,(2.9-7.3),,
1581,Sierra,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1582,Siskiyou,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1583,Solano,2021-2022,Age groups,18–64 years,15.1,(9.2-20.9),,
1584,Sonoma,2021-2022,Age groups,18–64 years,7,(3.7-10.4),,
1585,Stanislaus,2021-2022,Age groups,18–64 years,14.7,(9.4-19.9),,
1586,Sutter,2021-2022,Age groups,18–64 years,7.7,(4.4-11),,
1587,Tehama,2021-2022,Age groups,18–64 years,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",
1588,Trinity,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1589,Tulare,2021-2022,Age groups,18–64 years,9.8,(5.5-14.1),,
1590,Tuolumne,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1591,Ventura,2021-2022,Age groups,18–64 years,11.4,(7.8-15.1),,
1592,Yolo,2021-2022,Age groups,18–64 years,16.4,(6.7-26.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1593,Yuba,2021-2022,Age groups,18–64 years,15.2,(8.2-22.1),,
1594,California,2021-2022,Age groups,65+ years,9.2,(8.5-9.9),,
1595,Alameda,2021-2022,Age groups,65+ years,13.8,(8.9-18.8),,
1596,Alpine,2021-2022,Age groups,65+ years,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1597,Amador,2021-2022,Age groups,65+ years,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1598,Butte,2021-2022,Age groups,65+ years,12.4,(7.6-17.2),,
1599,Calaveras,2021-2022,Age groups,65+ years,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1600,Colusa,2021-2022,Age groups,65+ years,11.4,(4.6-18.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1601,Contra Costa,2021-2022,Age groups,65+ years,10,(6.1-13.9),,
1602,Del Norte,2021-2022,Age groups,65+ years,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1603,El Dorado,2021-2022,Age groups,65+ years,13,(6.6-19.4),,
1604,Fresno,2021-2022,Age groups,65+ years,11.2,(5.9-16.5),,
1605,Glenn,2021-2022,Age groups,65+ years,11.4,(4.6-18.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1606,Humboldt,2021-2022,Age groups,65+ years,7.5,(2.9-12.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1607,Imperial,2021-2022,Age groups,65+ years,11.9,(5.7-18.2),,
1608,Inyo,2021-2022,Age groups,65+ years,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1609,Kern,2021-2022,Age groups,65+ years,6.9,(2.4-11.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1610,Kings,2021-2022,Age groups,65+ years,6.8,(3.2-10.4),,
1611,Lake,2021-2022,Age groups,65+ years,5.6,(2.1-9.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1612,Lassen,2021-2022,Age groups,65+ years,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1613,Los Angeles,2021-2022,Age groups,65+ years,7.6,(6.1-9.2),,
1614,Madera,2021-2022,Age groups,65+ years,9,(5-12.9),,
1615,Marin,2021-2022,Age groups,65+ years,7.4,(3.5-11.3),,
1616,Mariposa,2021-2022,Age groups,65+ years,15.8,(9.4-22.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1617,Mendocino,2021-2022,Age groups,65+ years,11.9,(6.1-17.7),,
1618,Merced,2021-2022,Age groups,65+ years,13.7,(5.5-21.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1619,Modoc,2021-2022,Age groups,65+ years,7.2,(2.9-11.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
